Gender,Married,Dependents,Education,Self_Employed,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Total_Income,LoanAmount_log,Total_Income_log
Male,Yes,1,Not Graduate,No,137.0,180.0,1.0,Urban,1,6608.0,4.919980925828125,8.796036315200814
Male,Yes,1,Graduate,No,123.0,480.0,1.0,Semiurban,1,4725.0,4.812184355372417,8.460622839927844
Male,Yes,0,Graduate,No,90.0,360.0,1.0,Urban,1,3677.0,4.499809670330265,8.209852481301272
Male,Yes,0,Not Graduate,No,201.0,360.0,0.0,Semiurban,0,5558.0,5.303304908059076,8.62299361030245
Female,No,2,Graduate,No,138.0,360.0,1.0,Urban,0,3427.0,4.927253685157205,8.139440521874608
Male,No,0,Not Graduate,Yes,104.0,360.0,1.0,Rural,1,4750.0,4.6443908991413725,8.465899897028686
Male,Yes,1,Not Graduate,No,279.0,180.0,1.0,Semiurban,1,9762.0,5.631211781821365,9.186252576447092
Male,No,0,Graduate,Yes,192.0,360.0,0.0,Urban,0,16250.0,5.2574953720277815,9.695848187757884
Female,No,3,Graduate,No,255.0,360.0,1.0,Rural,1,3083.0,5.541263545158426,8.03365842788615
Male,No,0,Not Graduate,No,115.0,360.0,0.0,Rural,0,6045.0,4.74493212836325,8.706986763048892
Male,Yes,3,Graduate,No,94.0,360.0,1.0,Urban,0,5250.0,4.543294782270004,8.565983355585669
Male,Yes,0,Graduate,No,304.0,360.0,1.0,Rural,0,16783.0,5.717027701406222,9.72812174830818
Male,Yes,3,Not Graduate,No,128.0,360.0,1.0,Semiurban,0,4931.0,4.852030263919617,8.503297086224126
Male,Yes,1,Graduate,No,330.0,360.0,1.0,Urban,1,10333.0,5.799092654460526,9.243097936214355
Male,No,0,Graduate,No,134.0,360.0,1.0,Semiurban,1,4269.0,4.897839799950911,8.359134886757962
Female,No,1,Graduate,No,155.0,36.0,1.0,Semiurban,0,3481.0,5.043425116919247,8.15507488781144
Female,No,0,Graduate,No,120.0,360.0,1.0,Rural,1,7200.0,4.787491742782046,8.881836305004146
Male,No,0,Graduate,Yes,128.0,360.0,1.0,Semiurban,1,5166.0,4.852030263919617,8.549853973655786
Male,No,0,Graduate,No,151.0,360.0,1.0,Rural,1,7542.0,5.017279836814924,8.928242677818302
Male,Yes,2,Graduate,No,150.0,360.0,1.0,Semiurban,1,6095.0,5.0106352940962555,8.715224041915372
Male,Yes,3,Graduate,No,160.0,360.0,0.0,Urban,1,6144.0,5.075173815233827,8.723231274827508
Female,No,0,Graduate,No,135.0,360.0,1.0,Rural,0,3418.0,4.90527477843843,8.136810863675537
Female,No,1,Graduate,No,90.0,360.0,1.0,Urban,1,4436.0,4.499809670330265,8.397508348470257
Female,No,0,Graduate,No,30.0,360.0,1.0,Urban,1,3237.0,3.4011973816621555,8.082402253926244
Male,Yes,0,Graduate,No,136.0,360.0,1.0,Urban,1,11146.0,4.912654885736052,9.318835968129482
Male,No,0,Graduate,No,126.0,360.0,1.0,Rural,1,4690.0,4.836281906951478,8.453187861440325
Male,Yes,0,Graduate,No,150.0,360.0,1.0,Semiurban,1,4843.0,5.0106352940962555,8.48528964240323
Male,Yes,2,Graduate,No,90.0,360.0,1.0,Semiurban,1,3900.0,4.499809670330265,8.268731832117737
Male,Yes,1,Graduate,No,115.0,360.0,1.0,Semiurban,1,4592.0,4.74493212836325,8.432070937999402
Male,Yes,0,Graduate,No,207.0,360.0,1.0,Semiurban,1,7267.0,5.332718793265369,8.891098830616636
Male,Yes,0,Graduate,No,80.0,360.0,1.0,Urban,1,4403.0,4.382026634673881,8.390041405755754
Male,Yes,0,Graduate,No,436.0,360.0,1.0,Semiurban,1,14583.0,6.077642243349034,9.587611745713565
Female,Yes,0,Not Graduate,No,124.0,360.0,1.0,Rural,1,4100.0,4.820281565605037,8.318742252692399
Male,No,1,Not Graduate,Yes,158.0,360.0,0.0,Urban,0,6479.0,5.062595033026967,8.776321456449958
Male,Yes,0,Graduate,No,112.0,360.0,1.0,Semiurban,1,4727.0,4.718498871295094,8.461046030793236
Male,Yes,2,Graduate,No,78.0,180.0,1.0,Urban,1,3286.7999878,4.356708826689592,8.097669722345216
Female,No,0,Graduate,No,54.0,360.0,1.0,Urban,1,3477.0,3.9889840465642745,8.153925132007862
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Rural,0,20667.0,4.852030263919617,9.936293504261306
Male,No,0,Graduate,No,89.0,360.0,1.0,Rural,1,6211.0,4.48863636973214,8.734077192559303
Female,No,0,Graduate,Yes,99.0,300.0,1.0,Semiurban,0,4317.0,4.59511985013459,8.370315995555478
Male,Yes,0,Graduate,No,120.0,360.0,1.0,Rural,1,5704.0,4.787491742782046,8.648922962094131
Female,No,0,Graduate,No,115.0,360.0,1.0,Semiurban,1,4124.0,4.74493212836325,8.32457884513685
Male,No,0,Graduate,No,187.0,360.0,1.0,Rural,1,9508.0,5.231108616854587,9.159888828480085
Male,Yes,0,Graduate,No,139.0,360.0,1.0,Rural,1,5491.0,4.9344739331306915,8.610865667278873
Male,Yes,2,Graduate,No,127.0,360.0,0.0,Semiurban,0,4400.0,4.844187086458591,8.389359819906353
Male,Yes,2,Graduate,No,134.0,360.0,1.0,Urban,1,4713.0,4.897839799950911,8.45807992692373
Female,No,0,Graduate,No,143.0,480.0,0.0,Urban,0,5417.0,4.962844630259907,8.597297435657898
Male,Yes,0,Graduate,No,172.0,360.0,1.0,Semiurban,1,5717.0,5.147494476813453,8.651199471263972
Male,Yes,3,Graduate,No,110.0,360.0,1.0,Urban,1,5666.0,4.700480365792417,8.642238680390461
Male,Yes,1,Graduate,No,200.0,360.0,1.0,Semiurban,1,6875.0,5.298317366548036,8.835646922534773
Female,Yes,1,Graduate,No,135.0,360.0,1.0,Urban,1,4666.0,4.90527477843843,8.448057452581375
Female,No,0,Graduate,No,151.0,480.0,1.0,Rural,0,7541.0,5.017279836814924,8.928110078202646
Male,Yes,1,Graduate,No,113.0,360.0,1.0,Urban,0,4939.0,4.727387818712341,8.504918160540624
Male,Yes,0,Not Graduate,No,93.0,360.0,0.0,Urban,0,4734.0,4.532599493153256,8.46252579007393
Male,Yes,0,Not Graduate,No,105.0,360.0,1.0,Semiurban,1,4625.0,4.653960350157523,8.439231649946526
Female,No,0,Graduate,No,132.0,360.0,1.0,Rural,1,5000.0,4.882801922586371,8.517193191416238
Male,Yes,1,Graduate,No,96.0,360.0,1.0,Urban,1,3428.0,4.564348191467836,8.13973227971767
Male,No,0,Graduate,No,140.0,360.0,1.0,Rural,1,6500.0,4.941642422609304,8.779557455883728
Male,No,0,Not Graduate,No,128.0,360.0,1.0,Urban,0,2000.0,4.852030263919617,7.600902459542082
Female,No,0,Graduate,No,135.0,360.0,1.0,Rural,1,5428.0,4.90527477843843,8.59932602095476
Female,No,0,Graduate,No,104.0,360.0,0.0,Urban,0,4263.0,4.6443908991413725,8.35772841676521
Male,No,0,Graduate,No,480.0,360.0,1.0,Rural,0,20233.0,6.173786103901937,9.915070213779195
Male,Yes,2,Not Graduate,No,185.0,360.0,1.0,Rural,1,7667.0,5.220355825078324,8.944680683558895
Female,No,0,Graduate,No,84.0,360.0,1.0,Semiurban,1,2917.0,4.430816798843313,7.978310969867722
Male,No,0,Not Graduate,No,111.0,360.0,1.0,Semiurban,1,5332.0,4.709530201312334,8.5814816812986
Female,No,0,Graduate,No,56.0,360.0,1.0,Rural,1,2507.0,4.02535169073515,7.826842098158293
Male,Yes,2,Graduate,Yes,144.0,84.0,1.0,Rural,1,5746.0,4.969813299576001,8.656259239539235
Male,Yes,0,Graduate,No,159.0,360.0,1.0,Rural,0,4316.0,5.0689042022202315,8.370084326378025
Male,Yes,1,Not Graduate,No,111.0,180.0,1.0,Urban,1,5039.0,4.709530201312334,8.524962928680598
Male,Yes,2,Graduate,No,120.0,360.0,1.0,Semiurban,1,3717.0,4.787491742782046,8.220672170297252
Male,Yes,0,Graduate,No,88.0,360.0,1.0,Urban,1,4192.0,4.477336814478207,8.340933226000878
Female,No,1,Graduate,No,112.0,360.0,1.0,Semiurban,1,3541.0,4.718498871295094,8.172164452111904
Male,Yes,1,Graduate,Yes,155.0,360.0,1.0,Rural,0,10000.0,5.043425116919247,9.210340371976184
Male,Yes,0,Graduate,No,115.0,360.0,1.0,Semiurban,1,4567.0,4.74493212836325,8.426611813185
Male,Yes,3,Graduate,No,124.0,360.0,1.0,Semiurban,1,4531.0,4.820281565605037,8.418697944667139
Male,Yes,2,Not Graduate,No,128.0,360.0,1.0,Rural,1,5191.0,4.852030263919617,8.55468163582723
Female,No,0,Graduate,No,132.0,360.0,1.0,Rural,1,6151.0,4.882801922586371,8.724369949208368
Male,Yes,3,Graduate,No,300.0,360.0,1.0,Rural,1,15000.0,5.703782474656201,9.615805480084347
Male,Yes,1,Graduate,Yes,376.0,360.0,0.0,Rural,0,13649.0,5.929589143389895,9.521421537856195
Male,No,0,Graduate,No,130.0,360.0,0.0,Rural,1,4917.0,4.867534450455582,8.50045386741194
Male,Yes,0,Graduate,Yes,184.0,360.0,1.0,Semiurban,1,7978.0,5.214935757608986,8.984443032465352
Female,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,0,6784.0,4.700480365792417,8.822322177471738
Female,No,0,Graduate,No,67.0,360.0,1.0,Urban,1,2500.0,4.204692619390966,7.824046010856292
Male,No,1,Graduate,No,117.0,360.0,1.0,Urban,1,6177.0,4.762173934797756,8.728587995695898
Male,No,0,Graduate,No,98.0,360.0,1.0,Semiurban,1,2935.0,4.584967478670572,7.984462732262196
Male,No,0,Graduate,No,71.0,360.0,1.0,Urban,1,2833.0,4.2626798770413155,7.949091499830517
Male,Yes,0,Graduate,No,490.0,180.0,1.0,Urban,1,63337.0,6.194405391104672,11.05622495553552
Male,Yes,1,Graduate,Yes,182.0,180.0,1.0,Urban,1,11666.0,5.204006687076795,9.364433907313582
Male,Yes,0,Graduate,Yes,70.0,360.0,1.0,Semiurban,1,9993.0,4.248495242049359,9.209640126861789
Male,Yes,1,Graduate,No,160.0,360.0,1.0,Rural,1,5938.0,5.075173815233827,8.689127655323706
Male,Yes,2,Graduate,Yes,176.0,360.0,1.0,Rural,1,7100.0,5.170483995038151,8.867850063029406
Female,No,3,Not Graduate,No,128.0,360.0,0.0,Urban,0,1830.0,4.852030263919617,7.512071245835466
Female,No,0,Graduate,No,71.0,360.0,1.0,Semiurban,1,4160.0,4.2626798770413155,8.333270353255308
Male,Yes,3,Not Graduate,No,173.0,360.0,1.0,Rural,0,4234.0,5.153291594497779,8.350902451694811
Female,No,0,Graduate,No,46.0,360.0,1.0,Rural,0,2378.0,3.828641396489095,7.774015077250727
Male,Yes,1,Not Graduate,No,158.0,360.0,1.0,Urban,1,5783.0,5.062595033026967,8.662677858158219
Male,Yes,3,Not Graduate,No,74.0,360.0,1.0,Semiurban,1,3173.0,4.30406509320417,8.062432791583195
Male,Yes,2,Graduate,No,125.0,360.0,1.0,Rural,1,4913.0,4.8283137373023015,8.499640032168648
Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,1,4957.0,5.075173815233827,8.508555998020574
Male,Yes,0,Not Graduate,No,152.0,360.0,0.0,Rural,0,6753.0,5.0238805208462765,8.817742129574842
Male,Yes,2,Not Graduate,No,126.0,360.0,1.0,Urban,1,5251.0,4.836281906951478,8.566173813637858
Male,Yes,0,Graduate,No,259.0,360.0,1.0,Semiurban,1,10916.0,5.556828061699537,9.29798488182823
Male,Yes,0,Graduate,No,187.0,360.0,1.0,Rural,1,8875.0,5.231108616854587,9.090993614343617
Male,Yes,0,Graduate,No,228.0,360.0,1.0,Semiurban,1,9083.0,5.429345628954441,9.114159813502214
Male,No,0,Graduate,No,308.0,360.0,1.0,Rural,0,12917.0,5.730099782973574,9.466299552232016
Male,Yes,3,Graduate,No,95.0,360.0,1.0,Rural,1,4749.0,4.553876891600541,8.465689348549121
Female,Yes,0,Graduate,Yes,105.0,360.0,0.0,Rural,0,5500.0,4.653960350157523,8.612503371220562
Female,Yes,0,Graduate,No,130.0,360.0,1.0,Semiurban,1,2928.0,4.867534450455582,7.982074875081202
Female,No,0,Graduate,No,116.0,180.0,1.0,Urban,1,3813.0,4.7535901911063645,8.246171559857563
Male,Yes,2,Graduate,No,165.0,360.0,1.0,Rural,1,11500.0,5.10594547390058,9.350102314351341
Male,Yes,1,Graduate,No,67.0,360.0,1.0,Urban,0,3875.0,4.204692619390966,8.262300941787448
Male,Yes,0,Not Graduate,No,100.0,480.0,0.0,Urban,0,4666.0,4.605170185988092,8.448057452581375
Male,Yes,3,Graduate,No,200.0,360.0,1.0,Semiurban,1,8334.0,5.298317366548036,9.0280988119824
Female,No,1,Graduate,No,81.0,360.0,1.0,Semiurban,0,4723.0,4.394449154672439,8.460199469896118
Male,Yes,2,Graduate,No,236.0,360.0,1.0,Semiurban,1,8667.0,5.4638318050256105,9.067277989134345
Male,Yes,0,Graduate,No,130.0,360.0,1.0,Urban,1,7083.0,4.867534450455582,8.865452825753623
Male,Yes,0,Graduate,No,95.0,300.0,1.0,Urban,1,6046.0,4.553876891600541,8.707152175339404
Male,No,0,Graduate,Yes,141.0,360.0,1.0,Rural,1,6822.0,4.948759890378168,8.82790796297859
Male,No,0,Not Graduate,No,133.0,360.0,1.0,Rural,0,6216.0,4.890349128221754,8.734881892047483
Male,No,0,Graduate,No,96.0,480.0,1.0,Semiurban,0,2500.0,4.564348191467836,7.824046010856292
Male,No,0,Graduate,No,124.0,360.0,0.0,Rural,0,5124.0,4.820281565605037,8.541690663016626
Male,Yes,1,Graduate,No,175.0,360.0,1.0,Semiurban,1,6325.0,5.1647859739235145,8.752265313595721
Male,Yes,0,Graduate,No,570.0,360.0,1.0,Rural,0,24996.0,6.345636360828596,10.126471091048971
Female,No,0,Graduate,Yes,55.0,360.0,1.0,Semiurban,1,15759.0,4.007333185232471,9.665166909622071
Male,Yes,2,Graduate,No,155.0,360.0,1.0,Semiurban,1,5185.0,5.043425116919247,8.553525120663627
Male,Yes,2,Graduate,Yes,380.0,300.0,1.0,Rural,1,17196.0,5.940171252720432,9.752432077616172
Male,No,1,Graduate,No,111.0,180.0,0.0,Urban,0,5049.0,4.709530201312334,8.526945482858915
Female,No,0,Graduate,No,110.0,360.0,1.0,Urban,1,4223.0,4.700480365792417,8.348301054933943
Male,Yes,0,Graduate,No,120.0,180.0,1.0,Urban,1,5740.0,4.787491742782046,8.655214489313613
Male,Yes,3,Graduate,No,130.0,360.0,1.0,Rural,1,13746.0,4.867534450455582,9.52850315168155
Male,Yes,0,Graduate,No,130.0,360.0,1.0,Semiurban,1,4310.0,4.867534450455582,8.368693183097793
Male,No,0,Graduate,No,71.0,480.0,1.0,Urban,0,3069.0,4.2626798770413155,8.029107054619736
Male,Yes,2,Graduate,No,130.0,360.0,1.0,Urban,1,5391.0,4.867534450455582,8.592486175451668
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,1,5833.0,4.852030263919617,8.671286726753637
Male,No,0,Graduate,No,296.0,360.0,1.0,Semiurban,1,10173.0,5.69035945432406,9.227492430793749
Female,No,0,Graduate,No,156.0,360.0,1.0,Urban,1,6000.0,5.049856007249537,8.699514748210191
Male,No,0,Graduate,Yes,128.0,360.0,1.0,Urban,1,7167.0,4.852030263919617,8.877242435993919
Male,Yes,2,Graduate,No,100.0,360.0,1.0,Urban,0,4566.0,4.605170185988092,8.42639282708974
Male,No,1,Graduate,No,113.0,180.0,1.0,Urban,1,3667.0,4.727387818712341,8.207129168071326
Male,No,0,Not Graduate,No,132.0,360.0,1.0,Semiurban,1,3946.0,4.882801922586371,8.28045768658256
Male,Yes,0,Not Graduate,No,128.0,360.0,0.0,Urban,0,6146.0,4.852030263919617,8.72355674269043
Male,Yes,0,Graduate,No,136.0,360.0,1.0,Urban,1,4750.0,4.912654885736052,8.465899897028686
Male,Yes,0,Graduate,No,125.0,360.0,1.0,Rural,1,5488.0,4.8283137373023015,8.610319169405722
Male,No,3,Graduate,No,185.0,360.0,1.0,Rural,1,9167.0,5.220355825078324,9.123365357961776
Male,Yes,3,Graduate,No,275.0,360.0,1.0,Rural,1,9504.0,5.616771097666572,9.159468041602427
Male,Yes,0,Graduate,No,120.0,360.0,1.0,Urban,1,4698.0,4.787491742782046,8.454892165218858
Male,Yes,2,Not Graduate,No,113.0,180.0,1.0,Semiurban,1,3618.0,4.727387818712341,8.193676665955241
Male,Yes,2,Graduate,No,113.0,360.0,1.0,Urban,1,4500.0,4.727387818712341,8.411832675758411
Male,Yes,2,Graduate,No,135.0,360.0,1.0,Semiurban,1,3760.0,4.90527477843843,8.23217423638394
Female,No,0,Graduate,No,71.0,360.0,0.0,Urban,0,3180.0,4.2626798770413155,8.064636475774222
Male,Yes,0,Graduate,No,95.0,360.0,1.0,Urban,1,4492.0,4.553876891600541,8.410053315858335
Male,No,0,Not Graduate,No,109.0,360.0,1.0,Rural,1,5568.0,4.6913478822291435,8.624791202014256
Female,No,0,Graduate,No,103.0,360.0,0.0,Semiurban,0,3300.0,4.634728988229636,8.101677747454572
Male,Yes,2,Not Graduate,No,45.0,180.0,0.0,Urban,0,2889.0,3.8066624897703196,7.968665700466235
Male,No,0,Not Graduate,No,65.0,300.0,1.0,Rural,0,2755.0,4.174387269895637,7.9211727215870145
Male,No,0,Graduate,No,103.0,360.0,1.0,Semiurban,1,22500.0,4.634728988229636,10.021270588192511
Female,No,0,Not Graduate,No,53.0,360.0,1.0,Semiurban,1,1963.0,3.970291913552122,7.5822291942764615
Female,No,0,Graduate,Yes,194.0,360.0,1.0,Rural,0,7441.0,5.267858159063328,8.914760527397261
Female,No,0,Graduate,No,115.0,360.0,1.0,Semiurban,1,4547.0,4.74493212836325,8.42222295382501
Male,Yes,0,Not Graduate,No,115.0,360.0,1.0,Urban,1,4567.0,4.74493212836325,8.426611813185
Female,No,0,Not Graduate,No,66.0,360.0,1.0,Rural,1,2213.0,4.189654742026425,7.70210434005105
Male,Yes,1,Graduate,No,152.0,300.0,0.0,Semiurban,0,8300.0,5.0238805208462765,9.02401079378469
Male,Yes,3,Graduate,No,360.0,360.0,0.0,Rural,0,81000.0,5.886104031450156,11.302204433654575
Female,No,1,Not Graduate,Yes,62.0,360.0,1.0,Semiurban,0,3867.0,4.127134385045092,8.260234291607297
Male,Yes,0,Graduate,No,160.0,360.0,1.0,Urban,1,6256.0,5.075173815233827,8.741296282225147
Male,Yes,0,Not Graduate,No,218.0,360.0,0.0,Rural,0,6096.0,5.384495062789089,8.715388097366482
Male,Yes,0,Not Graduate,No,110.0,360.0,1.0,Rural,1,4286.0,4.700480365792417,8.363109176033522
Female,Yes,0,Not Graduate,No,178.0,360.0,0.0,Semiurban,0,5386.0,5.181783550292085,8.591558273371545
Female,No,0,Graduate,No,60.0,360.0,1.0,Urban,1,2995.0,4.0943445622221,8.00469951054955
Female,No,1,Graduate,No,160.0,360.0,1.0,Urban,0,2600.0,5.075173815233827,7.8632667240095735
Male,Yes,2,Graduate,Yes,239.0,360.0,1.0,Urban,0,21600.0,5.476463551931511,9.980448593672257
Male,Yes,0,Graduate,No,112.0,360.0,1.0,Rural,1,3798.0,4.718498871295094,8.242229891372231
Male,Yes,0,Graduate,No,138.0,360.0,1.0,Semiurban,1,4663.0,4.927253685157205,8.44741429680832
Male,Yes,0,Graduate,No,138.0,360.0,1.0,Rural,1,5829.0,4.927253685157205,8.67060073804555
Female,No,0,Not Graduate,No,80.0,360.0,0.0,Urban,0,2720.0,4.382026634673881,7.908387159290043
Male,Yes,0,Graduate,No,100.0,360.0,1.0,Urban,1,3539.0,4.605170185988092,8.171599480345463
Male,Yes,1,Graduate,No,110.0,360.0,0.0,Urban,0,8917.0,4.700480365792417,9.095714846134879
Male,Yes,0,Graduate,No,96.0,360.0,1.0,Semiurban,1,14880.0,4.564348191467836,9.607773308387083
Male,Yes,0,Graduate,No,121.0,360.0,1.0,Rural,1,6966.0,4.795790545596741,8.848796450925947
Female,No,1,Not Graduate,No,81.0,360.0,1.0,Rural,0,4606.0,4.394449154672439,8.43511508038063
Male,Yes,2,Graduate,No,133.0,360.0,1.0,Semiurban,1,5935.0,4.890349128221754,8.688622307043769
Male,Yes,0,Graduate,No,87.0,360.0,1.0,Rural,1,2936.12000084,4.465908118654584,7.984844261119869
Male,No,0,Not Graduate,No,60.0,180.0,1.0,Urban,1,2717.0,4.0943445622221,7.907283609426348
Female,No,1,Graduate,Yes,150.0,360.0,1.0,Semiurban,1,8624.0,5.0106352940962555,9.06230429314878
Male,No,0,Graduate,No,105.0,360.0,0.0,Rural,0,6500.0,4.653960350157523,8.779557455883728
Male,No,0,Graduate,No,405.0,360.0,1.0,Semiurban,1,12876.0,6.003887067106539,9.463120392418698
Male,Yes,0,Graduate,No,143.0,360.0,1.0,Semiurban,1,4765.0,4.962844630259907,8.469052816088302
Male,No,0,Graduate,No,100.0,360.0,1.0,Urban,1,3750.0,4.605170185988092,8.229511118964457
Female,Yes,0,Graduate,No,128.0,240.0,1.0,Semiurban,1,10047.0,4.852030263919617,9.215029361462314
Male,No,0,Graduate,No,50.0,360.0,1.0,Semiurban,1,3777.0,3.912023005428146,8.236685322712457
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Urban,1,3338.0,4.852030263919617,8.11312710422178
Male,No,0,Graduate,Yes,187.0,360.0,0.0,Urban,0,10416.0,5.231108616854587,9.251098364448351
Female,Yes,0,Not Graduate,Yes,138.0,360.0,1.0,Rural,1,7142.0,4.927253685157205,8.873748128154395
Male,No,0,Graduate,No,187.0,360.0,1.0,Semiurban,1,8724.0,5.231108616854587,9.07383312732152
Male,Yes,0,Graduate,No,180.0,360.0,1.0,Rural,1,9734.0,5.19295685089021,9.1833801903934
Male,No,3,Not Graduate,No,148.0,360.0,1.0,Semiurban,1,6700.0,4.997212273764115,8.809862805379057
Male,No,1,Graduate,No,152.0,360.0,1.0,Semiurban,1,37719.0,5.0238805208462765,10.537919225261291
Male,Yes,0,Graduate,No,175.0,300.0,1.0,Rural,1,15666.0,5.1647859739235145,9.659248037927183
Male,Yes,1,Graduate,Yes,130.0,360.0,1.0,Rural,1,4676.0,4.867534450455582,8.450198322591959
Male,Yes,2,Not Graduate,No,110.0,360.0,1.0,Rural,1,4652.0,4.700480365792417,8.445052513638554
Male,Yes,0,Graduate,No,55.0,360.0,1.0,Rural,0,4915.0,4.007333185232471,8.500047032581268
Male,Yes,2,Graduate,No,150.0,360.0,0.0,Rural,0,5050.0,5.0106352940962555,8.527143522269405
Male,No,1,Not Graduate,Yes,190.0,360.0,1.0,Semiurban,0,4311.0,5.247024072160486,8.368925174747135
Male,Yes,2,Not Graduate,No,125.0,360.0,0.0,Rural,0,3564.0,4.8283137373023015,8.1786387885907
Male,Yes,2,Not Graduate,No,60.0,300.0,1.0,Urban,1,3414.0,4.0943445622221,8.135639903354386
Male,Yes,0,Graduate,No,149.0,360.0,0.0,Rural,0,5681.0,5.003946305945459,8.644882552557126
Male,Yes,0,Graduate,No,90.0,180.0,0.0,Rural,1,4949.0,4.499809670330265,8.506940814951886
Male,No,0,Graduate,Yes,84.0,360.0,1.0,Semiurban,1,7085.0,4.430816798843313,8.865735152124781
Male,Yes,2,Graduate,No,96.0,360.0,1.0,Semiurban,1,3859.0,4.564348191467836,8.258163361537619
Male,Yes,0,Graduate,No,118.0,360.0,1.0,Urban,1,4301.0,4.770684624465665,8.366602832783736
Male,Yes,0,Graduate,No,173.0,360.0,1.0,Urban,0,6277.0,5.153291594497779,8.744647438317532
Male,No,2,Graduate,No,136.0,360.0,1.0,Rural,1,4354.0,4.912654885736052,8.378850241794492
Male,Yes,0,Graduate,No,160.0,360.0,1.0,Semiurban,0,8334.0,5.075173815233827,9.0280988119824
Male,Yes,0,Graduate,Yes,160.0,360.0,1.0,Semiurban,1,6166.0,5.075173815233827,8.726805608446096
Male,Yes,3,Graduate,No,128.0,180.0,1.0,Urban,1,7740.0,4.852030263919617,8.954156966583772
Male,Yes,0,Graduate,No,153.0,360.0,1.0,Rural,1,5203.0,5.030437921392435,8.556990661290303
Female,No,1,Not Graduate,No,132.0,360.0,1.0,Semiurban,1,5191.0,4.882801922586371,8.55468163582723
Male,No,0,Graduate,No,98.0,360.0,0.0,Semiurban,0,4166.0,4.584967478670572,8.334711621820917
Male,No,0,Graduate,No,140.0,360.0,1.0,Rural,1,6000.0,4.941642422609304,8.699514748210191
Male,Yes,3,Not Graduate,No,70.0,180.0,0.0,Urban,0,4611.0,4.248495242049359,8.436200032206706
Male,Yes,0,Graduate,No,110.0,360.0,1.0,Semiurban,1,16692.0,4.700480365792417,9.722684841711443
Female,Yes,2,Not Graduate,No,98.0,360.0,1.0,Semiurban,1,3127.0,4.584967478670572,8.047829357457841
Male,Yes,0,Graduate,No,110.0,360.0,1.0,Urban,0,6784.0,4.700480365792417,8.822322177471738
Male,Yes,1,Graduate,Yes,162.0,360.0,1.0,Semiurban,1,5529.0,5.087596335232384,8.617762246337932
Male,Yes,1,Not Graduate,No,113.0,180.0,0.0,Rural,0,4153.0,4.727387818712341,8.331586243630754
Male,Yes,3,Graduate,No,100.0,360.0,1.0,Semiurban,1,4691.0,4.605170185988092,8.453401058328458
Female,No,0,Graduate,Yes,93.0,360.0,1.0,Urban,1,2500.0,4.532599493153256,7.824046010856292
Male,No,2,Graduate,No,162.0,360.0,1.0,Rural,1,10180.0,5.087596335232384,9.228180290104513
Male,Yes,2,Graduate,Yes,150.0,360.0,1.0,Rural,1,17539.0,5.0106352940962555,9.772182251758139
Male,Yes,2,Graduate,No,230.0,300.0,1.0,Semiurban,1,8450.0,5.438079308923196,9.041921720351219
Male,Yes,2,Graduate,No,132.0,360.0,0.0,Semiurban,0,4745.0,4.882801922586371,8.464846711044029
Male,Yes,1,Graduate,Yes,86.0,360.0,1.0,Semiurban,1,18917.0,4.454347296253507,9.847816267665664
Male,Yes,2,Graduate,No,128.0,360.0,1.0,Urban,0,4550.0,4.852030263919617,8.422882511944996
Female,No,0,Not Graduate,No,154.0,360.0,1.0,Rural,1,4350.0,5.0369526024136295,8.37793112408273
Male,Yes,3,Not Graduate,No,113.0,360.0,1.0,Rural,1,3095.0,4.727387818712341,8.037543185118697
Male,Yes,0,Graduate,No,128.0,360.0,1.0,Semiurban,1,5233.0,4.852030263919617,8.562740006372207
Male,Yes,0,Graduate,No,234.0,360.0,1.0,Semiurban,1,10833.0,5.455321115357702,9.290352309945568
Male,Yes,2,Graduate,No,246.0,360.0,1.0,Semiurban,1,8333.0,5.5053315359323625,9.027978814382207
Male,Yes,1,Not Graduate,No,131.0,360.0,1.0,Rural,1,4394.0,4.875197323201151,8.387995252944556
Male,No,2,Graduate,No,80.0,360.0,0.0,Rural,0,3547.0,4.382026634673881,8.173857454773621
Male,Yes,1,Graduate,No,500.0,360.0,1.0,Urban,0,18333.0,6.214608098422191,9.816457993563025
Male,Yes,2,Graduate,Yes,160.0,360.0,1.0,Semiurban,1,6666.0,5.075173815233827,8.804775258867686
Male,No,0,Graduate,No,75.0,360.0,1.0,Urban,0,2435.0,4.31748811353631,7.79770203551669
Male,No,0,Not Graduate,No,96.0,360.0,1.0,Semiurban,1,5484.0,4.564348191467836,8.609590040682205
Male,Yes,1,Not Graduate,No,186.0,360.0,1.0,Urban,1,6464.0,5.225746673713202,8.774003600200931
Male,No,0,Not Graduate,No,110.0,360.0,1.0,Rural,1,3691.0,4.700480365792417,8.213652703029998
Female,No,0,Not Graduate,Yes,225.0,360.0,1.0,Semiurban,1,17263.0,5.41610040220442,9.756320761816548
Male,Yes,0,Graduate,No,119.0,360.0,0.0,Rural,0,5754.0,4.77912349311153,8.657650544111494
Female,Yes,1,Graduate,No,105.0,84.0,1.0,Semiurban,1,4239.0,4.653960350157523,8.352082671352637
